ID,Temperature,Wind,Battery
775,1.0257382E+09,1.841989E+09,-107874860
375,1.02916026E+09,-594683900,-1.0568386E+09
613,1.03771795E+09,2.0338586E+09,545128260
541,1.03800237E+09,1.5085384E+09,-115019440
387,1.0417168E+09,409349500,2.0744694E+09
677,1.0418572E+09,832000600,193693300
317,1.0430441E+09,1.1682899E+09,-1.5050776E+09
368,1.04725523E+09,-1.7535802E+09,-2.0439222E+09
585,1.0505067E+09,1.3725075E+09,1.8657303E+09
618,1.0606797E+09,1.5849953E+09,-792804030
737,1.0615432E+09,-1.688319E+09,-1.1510911E+09
227,1.06452954E+09,-187351150,1.6507236E+09
168,1.07041254E+09,563694900,-791266200
596,1.0746819E+09,804241150,-683468400
629,1.0789468E+09,-2.1312416E+09,1.6687489E+09
661,1.0798776E+09,635633700,-335070240
161,1.0879424E+09,-1.8526895E+09,1.404756E+09
188,1.0905078E+09,409082600,-472805820
397,1.09348E+09,741171460,272553820
710,1.0941532E+09,-1.6248256E+09,597476740
644,1.0965164E+09,-243084110,-1.139819E+09
384,1.1049661E+09,-19383348,-555066800
121,1.1116355E+09,-611862400,-1.4307336E+09
735,1.118654E+09,1.7951352E+09,-1.2407916E+09
638,1.129959E+09,992935360,1.7560284E+09
45,1.1311213E+09,500697660,759851650
422,1.1372063E+09,359340930,265449700
564,1.1620142E+09,2.0748358E+09,2.1238665E+09
625,1.1689299E+09,-452625860,1.0676877E+09
329,1.1735034E+09,1.8583398E+09,1.6272265E+09
543,1.1741475E+09,-1.7426659E+09,398179330
226,1.1783003E+09,682396300,1.7314894E+09
369,1.1842597E+09,-1.7898417E+09,-118144610
428,1.201806E+09,-2.0303653E+09,-786547300
448,1.2059556E+09,-605793000,-255753870
303,1.2222042E+09,107398150,615069900
679,1.2298742E+09,1.4884553E+09,-714419300
181,1.2299438E+09,-2.0313197E+09,-313210180
262,1.2363329E+09,1.170565E+09,1.3698993E+09
623,1.2379356E+09,1.6804248E+09,231260500
123,1.2430733E+09,93710680,-1.4488047E+09
322,1.2454604E+09,-2.1394716E+09,-1.6060667E+09
47,1.2507369E+09,1.6410867E+09,-382533500
691,1.254564E+09,963411300,1.0233586E+09
285,1.257415E+09,402632200,1.3986432E+09
13,1.2727186E+09,2.0469466E+09,-1.5965705E+09
416,1.2790358E+09,405650080,1.2867552E+09
741,1.280256E+09,1.4839634E+09,1.5608042E+09
382,1.2867854E+09,-509464580,-1.3198743E+09
396,1.290799E+09,1.7763453E+09,-1.155304E+09
472,1.2917121E+09,36428316,-1.8501605E+09
224,1.298509E+09,1.5723127E+09,772488700
803,1.2988524E+09,-1.0110561E+09,2.087481E+09
462,1.304737E+09,-486136300,1.2182936E+09
709,1.3137896E+09,-514728420,79723700
405,1.3233524E+09,377909340,1.5864052E+09
604,1.3267351E+09,-2.0111017E+09,-1.0675769E+09
200,1.3298636E+09,55394184,458251840
619,1.3329967E+09,201367300,-211227700
389,1.3576588E+09,2.1146742E+09,-1.775595E+09
668,1.363483E+09,923457900,-1.7948499E+09
511,1.3719505E+09,-1.8703529E+09,699663400
440,1.3837254E+09,701751500,759851970
649,1.3911332E+09,1.8453039E+09,509751500
586,1.3965778E+09,-934619200,1.2209784E+09
550,1.3978351E+09,1.1819099E+09,16145104
271,1.398683E+09,1.6405024E+09,283990800
696,1.4039311E+09,1.5586797E+09,-359359900
672,1.4049103E+09,-517075550,-659774700
75,1.4081307E+09,2.1065719E+09,2.1242949E+09
646,1.4095471E+09,1.1896573E+09,1.5699228E+09
250,1.4245092E+09,1.8063447E+09,-170485250
206,1.4284658E+09,704459970,863993660
444,1.4332553E+09,739847740,-307230530
350,1.439933E+09,-1.5200338E+09,1.9310875E+09
334,1.440435E+09,1.445295E+09,-315749900
771,1.4506281E+09,-1.92278E+09,1.4145908E+09
418,1.4511242E+09,-1.1886033E+09,911849800
732,1.4535267E+09,164694340,-187953040
724,1.4677865E+09,983854660,2.0568863E+09
85,1.4691357E+09,162398320,1.292438E+09
141,1.4738441E+09,-1.8055845E+09,271695780
602,1.4743604E+09,-1.6747766E+09,-715320900
748,1.4768224E+09,-1.2037876E+09,-1.1969382E+09
187,1.4860646E+09,247705660,161029860
179,1.5117012E+09,1.5380526E+09,2.1417914E+09
33,1.515005E+09,1.8970104E+09,-1.2328792E+09
671,1.5170473E+09,-492532540,-1.9493853E+09
342,1.5177009E+09,-747530430,10865572
376,1.5302605E+09,192935180,-281137340
693,1.5311424E+09,-430835460,-1.6692972E+09
650,1.5318202E+09,-1.2035039E+09,1.7059205E+09
686,1.5370898E+09,-384229820,1.335574E+09
283,1.5608316E+09,177978750,723682050
731,1.577144E+09,1.1898762E+09,-1.229493E+09
798,1.5811377E+09,1.5657994E+09,-2.1377532E+09
81,1.581646E+09,1.8885455E+09,1.7733834E+09
247,1.5893924E+09,-469994300,590147700
56,1.5952027E+09,404350820,661027300
430,1.5961757E+09,-1.3366811E+09,206006960
49,1.5978403E+09,1.3496888E+09,-1.1014733E+09
3,1.6041175E+09,-1.3926285E+09,-61003684
256,1.6136695E+09,-1.9918854E+09,-1.8253729E+09
374,1.6158922E+09,1.181595E+09,-574096960
552,1.6306245E+09,1.39549E+09,-499854200
344,1.6373322E+09,-297245900,-191470660
515,1.6396247E+09,-1.0856302E+09,1.1683771E+09
531,1.6441112E+09,326943360,1.9868396E+09
406,1.6451584E+09,125543970,1.41305E+09
383,1.647329E+09,-571328830,1.7577518E+09
554,1.6595249E+09,-1.3931743E+09,-39293010
14,1.6626883E+09,419405500,-1.9512534E+09
299,1.6708358E+09,1.2664612E+09,-1.8323785E+09
266,1.679211E+09,690292160,-669957200
415,1.6809139E+09,-1.2867026E+09,1.3776484E+09
150,1.6855002E+09,1.1078651E+09,1.2776078E+09
390,1.6940061E+09,803507600,-17520652
780,1.6948097E+09,-1.2963112E+09,-2.1347447E+09
558,1.7077777E+09,1.355746E+09,1.4354339E+09
319,1.7084315E+09,182225920,-1.5596692E+09
124,1.7185676E+09,1.4516628E+09,1.0991393E+09
703,1.720533E+09,-1.6270221E+09,1.6339341E+09
337,1.7258149E+09,-122717784,-1.6685548E+09
639,1.7357492E+09,921739900,1.9071743E+09
315,1.7413604E+09,613469200,-888421800
779,1.7527137E+09,-2.0003045E+09,-1.553098E+09
653,1.7566138E+09,167058600,492263400
292,1.7572932E+09,-1.2082653E+09,1.2386797E+09
497,1.7590127E+09,28759280,297480030
267,1.7649591E+09,1.0385195E+09,769443600
395,1.7668442E+09,-1.9526235E+09,-375183740
12,1.7704559E+09,-1.4120591E+09,361526200
155,1.7809576E+09,1.295156E+09,-1.211207E+09
92,1.7880387E+09,-1.5668534E+09,1.0102632E+09
758,1.7922332E+09,1.316297E+09,543635400
655,1.8030898E+09,-294945120,835042200
367,1.8137435E+09,1.5321079E+09,-1.5291803E+09
523,1.8233508E+09,498423300,-1.4645242E+09
734,1.8243578E+09,-817012860,-261119140
712,1.8443404E+09,-1.855711E+09,1.854517E+09
254,1.8485674E+09,1.1977592E+09,-1.6765636E+09
27,1.8528074E+09,-938053950,-1.6597606E+09
189,1.8528084E+09,1.07243085E+09,-1.8580442E+09
678,1.8695077E+09,83046050,1.02466643E+09
410,1.8702778E+09,290599680,-487895840
429,1.8716241E+09,1.6253582E+09,212102720
745,1.905215E+09,-25425620,1.4603584E+09
175,1.9077377E+09,1.1461107E+09,1.5707575E+09
24,1.9133184E+09,1.278437E+09,-1.1698258E+09
600,1.9257558E+09,1.4911645E+09,364723500
747,1.9304795E+09,544326460,-650965950
80,1.93094E+09,-347351840,1.0930943E+09
228,1.937077E+09,-1.00071456E+09,1.9881073E+09
580,1.9451706E+09,1.7553341E+09,-998341440
507,1.9463224E+09,-121594230,-978387600
782,1.947263E+09,-722850700,1.00718406E+09
404,1.9486029E+09,1.9999309E+09,-1.01445824E+09
211,1.9486569E+09,-109088560,-851682370
158,1.9501612E+09,-605658900,-1.034503E+09
216,1.9620298E+09,-544944000,-751501000
133,1.9630964E+09,997331800,865577600
669,1.9706755E+09,-697880300,1.5067334E+09
152,1.9772238E+09,1.1715295E+09,301280420
527,1.9822753E+09,432954900,-392828030
521,1.9867488E+09,-2.1095091E+09,-565823000
498,1.9874016E+09,632546500,314983550
233,1.9902079E+09,-1.5388975E+09,-723739460
452,1.9914387E+09,-375738940,1.4358856E+09
808,1.9916435E+09,645976450,1.8060736E+09
232,2.0064154E+09,-638573440,931146700
37,2.0189445E+09,-885168300,123019070
624,2.0200438E+09,-431679500,-1.276499E+09
190,2.0207118E+09,-1.0774706E+09,-912007940
231,2.0236556E+09,848149300,-597628400
567,2.027537E+09,356066080,916835500
17,2.0345955E+09,-818914050,1.1087996E+09
455,2.0357658E+09,1.7178444E+09,-253907760
704,2.0397668E+09,130972850,631968800
681,2.0433096E+09,2.0783009E+09,-1.7045327E+09
186,2.044712E+09,-1.111254E+09,1.5583868E+09
193,2.0484956E+09,1.70698E+09,499521660
209,2.0505608E+09,827625700,1.8741992E+09
146,2.0597257E+09,380669660,-1.00480736E+09
201,2.0626107E+09,1.01706694E+09,524977540
806,2.0650984E+09,-2.01835E+09,-1.19156E+09
93,2.0659137E+09,-816919230,-1.9932068E+09
772,2.0731798E+09,-737895500,-1.9254198E+09
234,2.0734738E+09,518456900,-1.6672617E+09
740,2.0767794E+09,1.1000342E+09,-33466672
697,2.0802947E+09,-788532540,-1.0366415E+09
688,2.087886E+09,-1.6246287E+09,-1.7192133E+09
349,2.0891446E+09,-1.6633324E+09,343208580
768,2.1001638E+09,-1.02930355E+09,-958438900
537,2.1003878E+09,-1.7388315E+09,338149800
284,2.1025276E+09,-164965920,1.9846255E+09
504,2.106261E+09,621912100,-706574900
111,2.1087461E+09,1.7036787E+09,760540900
718,2.1144617E+09,572660860,1.9966198E+09
755,2.1149403E+09,-1.0048083E+09,-1.2771397E+09
131,2.1355139E+09,-129860110,-969431300
597,2.1373523E+09,31251208,2.0613242E+09
